"","yellow2","purple","sienna1","X.FF3E96","royalblue3","palegreen3","species"
"NA..117",9.99241737741054e-06,9.97138408250837e-06,0.0625870586438607,9.95706691620335e-06,9.99512546711147e-06,9.99713841783927e-06,NA
"NA..118",9.99379625368734e-06,9.97639285021541e-06,0.0517093689104191,9.96398121852402e-06,9.99596662746655e-06,9.99762429198187e-06,NA
"Epinephelus.guttatus",9.99981322569252e-06,9.99951791101203e-06,0.000898931257354551,9.99929743801314e-06,9.99985001459118e-06,9.9998710405993e-06,"Epinephelus guttatus"
"NA..119",9.99862736813207e-06,9.99496560254397e-06,0.0108749131487911,9.99246068025871e-06,9.99908852644763e-06,9.99943244285675e-06,NA
"NA..120",9.99782868026047e-06,9.9915208726247e-06,0.0189596963363327,9.98725688160664e-06,9.9986341698306e-06,9.99917473345135e-06,NA
"NA..121",0.000439623632165698,0.0245306934979352,0.00365592827614982,9.92517821301645e-06,9.99412996927783e-06,9.99806970587895e-06,NA
"Holacanthus.tricolor",9.99801189635122e-06,9.99255609882191e-06,0.0162958194300372,9.98886327462269e-06,9.99872070939021e-06,9.99921927603745e-06,"Holacanthus tricolor"
"NA..122",9.99476236291277e-06,9.98067039573495e-06,0.0417786425606702,9.97109665452538e-06,9.99660564675858e-06,9.99798654228069e-06,NA
"NA..123",9.9960935344768e-06,9.98535469002039e-06,0.0317577124335459,9.97812963938527e-06,9.99744162787508e-06,9.9984836850175e-06,NA
"NA..124",9.99957763781554e-06,9.99841679206913e-06,0.00358166438203131,9.99760771576576e-06,9.99972317095474e-06,9.99980168048257e-06,NA
"NA..125",9.99865830915322e-06,9.99500031883104e-06,0.010862863350386,9.99253656943206e-06,9.99911163328579e-06,9.99944815702766e-06,NA
"NA..126",9.99746480555733e-06,9.99073647079855e-06,0.0199910166121476,9.98561542228046e-06,9.99835351183284e-06,9.99898784796018e-06,NA
"NA..127",9.99973990963906e-06,9.99915966892377e-06,0.00179038894344784,9.9987573238989e-06,9.99981223130453e-06,9.99985136491329e-06,NA
"Doratonotus.megalepis",9.99236854716953e-06,9.97188736118436e-06,0.0608342090003633,9.95862470499528e-06,9.99509263073597e-06,9.99711951337056e-06,"Doratonotus megalepis"
"Stegastes.xanthurus",9.99758753701053e-06,9.99145708317047e-06,0.0181712119514853,9.98766435092227e-06,9.9984246658518e-06,9.9990482557981e-06,"Stegastes xanthurus"
"NA..128",9.99966571298884e-06,9.99879541891806e-06,0.00268340773725176,9.99820377060316e-06,9.9997712421668e-06,9.99982988048471e-06,NA
"NA..129",9.99974380777274e-06,9.99916358583074e-06,0.00178893849150118,9.99876911679346e-06,9.99981416140944e-06,9.99985325388054e-06,NA
"NA..130",9.99974380777274e-06,9.99916358583074e-06,0.00178893849150118,9.99876911679346e-06,9.99981416140944e-06,9.99985325388054e-06,NA
"NA..131",9.99958561327563e-06,9.99842560415941e-06,0.00357848611287165,9.99763488521004e-06,9.9997274229755e-06,9.99980563493169e-06,NA
"NA..132",9.99956723861665e-06,9.99840362403909e-06,0.00358599193216559,9.99757421675757e-06,9.99971617593306e-06,9.9997966266614e-06,NA
"NA..133",9.99966262298295e-06,9.99879219713423e-06,0.00268453480649666,9.99819568069227e-06,9.99976957896553e-06,9.99982837332555e-06,NA
"NA..134",9.99972476081437e-06,9.99914069832785e-06,0.00179672553310546,9.99870599128429e-06,9.99980257989691e-06,9.99984391519645e-06,NA
"NA..135",9.9986898231989e-06,9.99460862863028e-06,0.0125699475052518,9.9916086337608e-06,9.99922854131556e-06,9.99951566782296e-06,NA
"NA..136",9.99972749047328e-06,9.99914425588477e-06,0.00179553699535773,9.99871612527585e-06,9.99980432146188e-06,9.99984529099418e-06,NA
"NA..137",0.0220246296371876,0.0172491740273844,0.0771375815369651,0.0829461035999995,9.98652487839642e-06,9.9932435488777e-06,NA
"NA..138",9.99937996503397e-06,9.99785368869983e-06,0.00452760665085051,9.99682421132767e-06,9.99956750830237e-06,9.99970973711603e-06,NA
"Aluterus.monoceros",9.99876451552244e-06,9.99582090307876e-06,0.00903440857835327,9.99454201060522e-06,9.99921506596364e-06,9.99951894541617e-06,"Aluterus monoceros"
"NA..139",9.9991497169128e-06,9.99676673509602e-06,0.00720846252392636,9.99510404560298e-06,9.9994515113721e-06,9.99964433165984e-06,NA
"NA..140",9.99951650348586e-06,9.99831868865152e-06,0.00360943798994997,9.99745272361121e-06,9.99966657837298e-06,9.99976603535192e-06,NA
"NA..141",9.99972476081437e-06,9.99914069832785e-06,0.00179672553310546,9.99870599128429e-06,9.99980257989691e-06,9.99984391519645e-06,NA
"NA..142",9.9944915041356e-06,9.98066405294804e-06,0.0409706110857896,9.97173676081292e-06,9.99645279844412e-06,9.99788257977082e-06,NA
"Kyphosus.bigibbus",0.00233240233283824,9.98545655730803e-06,0.0289685243960123,9.97721450764012e-06,9.99746310178252e-06,9.99848371756307e-06,"Kyphosus bigibbus"
"NA..143",9.99457357245571e-06,9.97952098055898e-06,0.0444785748295181,9.96913143414936e-06,9.99643822090589e-06,9.99790177201201e-06,NA
"NA..144",9.99973022013367e-06,9.99914781344423e-06,0.00179434845761,9.99872625928795e-06,9.99980606302745e-06,9.99984666679229e-06,NA
"NA..145",9.99521299178655e-06,9.96024849835024e-06,9.99473825173599e-06,0.144077941934951,9.99929808493302e-06,9.99913467673364e-06,NA
"NA..146",0.137597165321282,9.94383740571956e-06,9.95949921755293e-06,0.00140559208898692,9.99431729074698e-06,9.9961875617356e-06,NA
"Myripristis.pralinia",0.00950613336500587,0.0107913943033805,9.98697082147187e-06,0.0392396576411307,9.99662075881657e-06,9.99858999185436e-06,"Myripristis pralinia"
"NA..147",9.99968856879014e-06,9.99792384084525e-06,9.99965822599509e-06,0.00729494144672971,9.99988907645348e-06,9.99987593549702e-06,NA
"Sargocentron.cornutum",9.99938658832442e-06,9.99526048935637e-06,9.99932219172679e-06,0.0170413771660354,9.99986349893731e-06,9.9998345465527e-06,"Sargocentron cornutum"
"NA..148",9.9997651629559e-06,9.99859305952192e-06,9.9997439647466e-06,0.0048559140581786,9.99989766757958e-06,9.99988764086136e-06,NA
"NA..149",9.99466884085533e-06,9.95450244368424e-06,9.99408842051125e-06,0.165864570460036,9.99932504519672e-06,9.99911050734868e-06,NA
"NA..150",9.99476918465215e-06,9.95419747599622e-06,9.99415052947184e-06,0.168077886705702,9.99946759591433e-06,9.99920556966958e-06,NA
"Encrasicholina.punctifer",0.0478486515189329,0.0448371781400061,9.93713214773346e-06,0.206201677381188,9.9797974887881e-06,9.99277412889716e-06,"Encrasicholina punctifer"
"Sardinella.longiceps",0.0493038558945293,9.95207046811405e-06,9.98166482274311e-06,0.101396138467018,9.99746538481206e-06,9.99801375151553e-06,"Sardinella longiceps"
"Gnathanodon.speciosus",9.99944096555557e-06,9.995879989382e-06,9.9993889363629e-06,0.0146324322250489,9.99985159005013e-06,9.99983162462677e-06,"Gnathanodon speciosus"
"NA..151",9.97930983066548e-06,9.86012817887494e-06,0.0463503658388639,0.429820597525685,9.99400993991874e-06,9.99530520220012e-06,NA
"NA..152",9.99740570085539e-06,9.97842192543219e-06,9.99715263736952e-06,0.0780815691547584,9.99961822239115e-06,9.99951954755499e-06,NA
"NA..153",9.9996207740127e-06,9.9972710064861e-06,9.99958124390932e-06,0.00972202267809009,9.9998889520108e-06,9.99987051644444e-06,NA
"Balistapus.undulatus",0.0068954547152315,0.0763792417549229,9.91283213637419e-06,0.425478237415981,9.96918304531813e-06,9.98887892709079e-06,"Balistapus undulatus"
"Decapterus.maruadsi",9.99962087247611e-06,9.99727362179825e-06,9.9995777120142e-06,0.00972427361107064,9.9998857895894e-06,9.9998682484974e-06,"Decapterus maruadsi"
"Lutjanus.notatus",9.99432213893912e-06,9.95282724982903e-06,9.99372718298765e-06,0.170990282820721,9.99914939447429e-06,9.99896253037864e-06,"Lutjanus notatus"
"Lutjanus.monostigma",0.00467329322854527,0.0496344638635302,9.95133636921812e-06,0.0883643136771831,9.97877369218466e-06,9.99351458043546e-06,"Lutjanus monostigma"
"Lutjanus.malabaricus",9.99454045246234e-06,9.954347195199e-06,9.99393143693688e-06,0.166027551211077,9.99921935856998e-06,9.99901714736197e-06,"Lutjanus malabaricus"
"NA..154",9.99874159918112e-06,9.98985577780965e-06,9.99862050210218e-06,0.0365832099755053,9.99978023759653e-06,9.99972967644398e-06,NA
"NA..155",9.99867369727459e-06,9.98866047679451e-06,9.99851046142618e-06,0.0413674060712817,9.99982332393793e-06,9.99975113232637e-06,NA
"NA..156",9.9993772845987e-06,9.99524418180636e-06,9.99931127720016e-06,0.0170541210966161,9.99985592700665e-06,9.99982728481488e-06,NA
"Chromis.elerae",9.99440284549354e-06,9.95141939910613e-06,9.9937863591054e-06,0.177886650072892,9.99941136424985e-06,9.9991445021078e-06,"Chromis elerae"
"NA..157",9.96341182480865e-06,0.0288269915529594,0.0410465745814294,0.0613942276823384,9.98963502678451e-06,9.99590868057868e-06,NA
"NA..158",9.99975442662132e-06,9.99857481708157e-06,9.99973670241125e-06,0.00486751983399084,9.99989053494552e-06,9.99988209584706e-06,NA
"NA..159",0.0238850988981326,9.97054771578672e-06,9.99017105513901e-06,0.0705110877216038,9.99852958876241e-06,9.99879533195829e-06,NA
"NA..160",9.99517408065162e-06,9.95859234207216e-06,9.99466402489747e-06,0.151149645437123,9.99943898250005e-06,9.99922493700535e-06,NA
"NA..161",0.00489242125366982,9.95881462788188e-06,9.99315105559868e-06,0.141118414913245,9.99901153651342e-06,9.99893311392237e-06,NA
"NA..162",0.0241368531677717,9.98651547788714e-06,9.99213456837387e-06,0.0119048175412666,9.99867834735864e-06,9.99902857123946e-06,NA
"Parupeneus.multifasciatus",0.111544745277751,0.0271152926277212,9.92688376521971e-06,0.189157346617171,9.97752338760116e-06,9.99046553927434e-06,"Parupeneus multifasciatus"
"Parupeneus.heptacanthus",0.0586626084150706,9.94413169448112e-06,9.97820030460481e-06,0.115146709717411,9.99683190300528e-06,9.9975314314762e-06,"Parupeneus heptacanthus"
"Scarus.rubroviolaceus",9.83663951116199e-06,0.150617718374464,9.87034338414616e-06,0.538266307522767,9.96230494200226e-06,9.98661577930046e-06,"Scarus rubroviolaceus"
"Scomberomorus.commerson",0.132083841207547,9.91728973772821e-06,9.9572516504333e-06,0.106683930451513,9.99408108722853e-06,9.99575423764037e-06,"Scomberomorus commerson"
"Variola.albimarginata",0.00201677686520607,9.94534705670018e-06,9.99190270961986e-06,0.193018476732498,9.99870114266249e-06,9.99858985936871e-06,"Variola albimarginata"
"NA..163",0.0257684270584946,0.00664676237197018,9.96852992334563e-06,0.303494594228233,9.9928857570112e-06,9.99565654483196e-06,NA
"NA..164",0.166477875476975,0.248792208063374,9.74231331002121e-06,0.250637309159561,9.90976187028502e-06,9.9697039153399e-06,NA
"NA..165",0.113461255625362,0.0430870167151629,0.00211349191673164,0.419104837367492,9.97317365593244e-06,9.98798443079738e-06,NA
"Pterocaesio.pisang",9.9896645113841e-06,9.91146878442652e-06,9.98850870460959e-06,0.324431246176217,9.99876881410356e-06,9.9983472066122e-06,"Pterocaesio pisang"
"Pterocaesio.tessellata",9.97750274983639e-06,9.95248640867619e-06,9.97764113405641e-06,0.46896520557404,9.99620829680521e-06,9.99692335506988e-06,"Pterocaesio tessellata"
"Plectorhinchus.lineatus",0.0688957313027503,9.89151460137363e-06,9.96846802868393e-06,0.292199311812618,9.9954465670567e-06,9.99613381962049e-06,"Plectorhinchus lineatus"
"Sufflamen.bursa",9.99824351475764e-06,9.98524648842105e-06,9.99804958443436e-06,0.0536139432484776,9.99974572077566e-06,9.99966793375604e-06,"Sufflamen bursa"
"Siganus.lineatus",9.99258448923976e-06,9.94039954542948e-06,9.99185770580312e-06,0.215311722684333,9.99871299003014e-06,9.99853395935032e-06,"Siganus lineatus"
"Lutjanus.argentimaculatus",0.0265737677993527,9.96020297682293e-06,9.98811307438986e-06,0.104162069943769,9.99827562115204e-06,9.99852313425598e-06,"Lutjanus argentimaculatus"
"Lutjanus.ehrenbergii",9.99851968342572e-06,9.98843039146161e-06,9.99836822329213e-06,0.041553960767594,9.99969402557454e-06,9.99965190671671e-06,"Lutjanus ehrenbergii"
"NA..166",9.9946780058204e-06,9.95834666851118e-06,9.99419035612172e-06,0.149427886748337,9.99895960421153e-06,9.99886200569222e-06,NA
"Opistognathus.castelnaui",9.99913643737849e-06,9.99320272238564e-06,9.99905024642206e-06,0.0243851392570958,9.99982117498763e-06,9.99978788500415e-06,"Opistognathus castelnaui"
"NA..167",9.99676353555742e-06,9.97414734649494e-06,9.99645492246219e-06,0.0929423718858897,9.99941401973684e-06,9.99933001652111e-06,NA
"NA..168",0.0120553511520581,9.99399276257386e-06,9.99618264909941e-06,0.00347087828345195,9.99936429756273e-06,9.99952888970189e-06,NA
"NA..169",9.99847006039448e-06,9.98829653327068e-06,9.99835724417123e-06,0.0416027794604665,9.99967274565893e-06,9.9996376610414e-06,NA
"Taeniura.lymma",9.99435562938527e-06,9.95513490028292e-06,9.99384001190628e-06,0.161527594588057,9.99899400979398e-06,9.99885655239492e-06,"Taeniura lymma"
"NA..170",9.99968619721833e-06,9.99792320890827e-06,9.99965797380037e-06,0.00729581271683462,9.99988921612682e-06,9.99987525170213e-06,NA
"NA..171",0.000901656874145864,0.00639365608178006,9.99293609660378e-06,0.0192674896648186,9.99687151398576e-06,9.9989886270112e-06,NA
"NA..172",9.99970041398966e-06,9.99794544627381e-06,9.9996687659146e-06,0.0072803616401508,9.99989869226484e-06,9.99988286411001e-06,NA
"Leptojulis.cyanopleura",9.99854208332064e-06,9.98736310662538e-06,9.99835964121202e-06,0.046218244882954,9.99982492491427e-06,9.99974055383786e-06,"Leptojulis cyanopleura"
"Rastrelliger.kanagurta",0.0478056562647927,9.9467427151646e-06,9.98144656495959e-06,0.123539490849963,9.99756799868025e-06,9.99804061015587e-06,"Rastrelliger kanagurta"
"NA..173",0.00285737482726678,0.0427244348197832,9.95940318840702e-06,0.044482281726065,9.98099370322373e-06,9.99447020796693e-06,NA
"NA..174",0.0026711472388855,9.99817026282177e-06,9.99900131607572e-06,0.00216102104027453,9.99975448370857e-06,9.99979400564466e-06,NA
"NA..175",0.105856356332225,9.94476973967212e-06,9.96633640109697e-06,0.0395420282940485,9.99454085606793e-06,9.99610576433715e-06,NA
"NA..176",9.99914735420711e-06,9.9943123735187e-06,9.99908370552271e-06,0.0196848548077227,9.99971724354487e-06,9.99971839091605e-06,NA
"Prognichthys.sealei",9.9854711898478e-06,0.012508496926166,9.98849196276775e-06,0.0639928223391918,9.99698816046649e-06,9.99895092704689e-06,"Prognichthys sealei"
"Asterropteryx.ensifera",9.99525761690567e-06,9.96027996075049e-06,9.99477647277984e-06,0.144031277075986,9.99933678778553e-06,9.9991618938412e-06,"Asterropteryx ensifera"
"Myripristis.violacea",0.037794937329597,0.0731551307711035,9.92517106457613e-06,9.81083406135215e-06,9.9666846110112e-06,9.98998554241009e-06,"Myripristis violacea"
"Myripristis.berndti",0.0490009378632029,0.0874135936123963,9.90906242897606e-06,0.058679513240914,9.96441433876534e-06,9.98861861132153e-06,"Myripristis berndti"
"Tylosurus.crocodilus.1",9.99621948531614e-06,9.96896980387881e-06,9.99581179235006e-06,0.112375387644412,9.9993968590819e-06,9.999268261243e-06,"Tylosurus crocodilus"
"Bolbometopon.muricatum",0.0918176174805562,9.88239166253156e-06,9.96135270833851e-06,0.289772811153244,9.9940973307808e-06,9.99518420213471e-06,"Bolbometopon muricatum"
"Arothron.mappa",9.9943091037473e-06,0.00259786553663281,9.9950562045004e-06,0.0528623405059458,9.99863645111838e-06,9.99923058156362e-06,"Arothron mappa"
"Arothron.hispidus",0.0236687275663341,0.00213019812448201,0.00432527600124233,0.0251454416945205,9.99719938874505e-06,9.99837605277684e-06,"Arothron hispidus"
"NA..177",0.00704817624857217,0.0122251331703571,9.97695204984647e-06,0.20455219610283,9.99429105281611e-06,9.99705029716884e-06,NA
"NA..178",0.0331541147504654,9.95543396471807e-06,9.98557103192487e-06,0.108987645329297,9.99756397323609e-06,9.99801087279382e-06,NA
"NA..179",1.79175549997641e-05,0.017056942855576,9.97336861292409e-06,0.223119215666054,9.99168629253284e-06,9.99626718220096e-06,NA
"NA..180",9.99960008458257e-06,9.99776328931764e-06,9.99957371204446e-06,0.00740829115002392,9.99981469147433e-06,9.99981817974105e-06,NA
"Myripristis.murdjan",0.144921555240931,0.0381696753500053,9.92408541017882e-06,0.0241751086816766,9.98308839152318e-06,9.99209231777549e-06,"Myripristis murdjan"
"Anyperodon.leucogrammicus",0.00117256829031817,9.98552789242296e-06,9.99751720820405e-06,0.0489571485181119,9.99943765141864e-06,9.9994437998581e-06,"Anyperodon leucogrammicus"
"NA..181",0.0051303603632719,0.0344075057625239,0.0452498033752587,0.109275625393935,9.98348162505113e-06,9.99325706832168e-06,NA
"NA..182",9.99866175552279e-06,9.98916103702795e-06,9.99852726314654e-06,0.0390345236630147,9.99976410335453e-06,9.99971129676228e-06,NA
"Chanos.chanos",0.00663565679999067,0.0210997214476153,0.0249717954638954,0.0639131389597707,9.99153878238819e-06,9.99634685791406e-06,"Chanos chanos"
"Tylosurus.gavialoides",0.0255549763898384,9.98793041971525e-06,9.9919220046616e-06,0.00439197568125195,9.99859293954149e-06,9.99898182315227e-06,"Tylosurus gavialoides"
"NA..183",9.99730809905771e-06,9.98043575483168e-06,9.99706182867614e-06,0.0688601005720574,9.99928229949634e-06,9.99927841687525e-06,NA
"NA..184",9.99963218869996e-06,9.99782167954245e-06,9.99960415982261e-06,0.00736720566039186,9.99984181497378e-06,9.99983901145822e-06,NA
"Grammatorcynus.bilineatus",0.00701140472764637,9.91263785746442e-06,9.9863036813776e-06,0.304769232966062,9.99797377502708e-06,9.99782499539074e-06,"Grammatorcynus bilineatus"
"NA..185",0.00235373450757354,9.97021653954579e-06,9.99520245090431e-06,0.102498089360664,9.99915801900556e-06,9.99912114362901e-06,NA
"Gymnosarda.unicolor",9.99655004348304e-06,0.00394746195370439,9.99502833827038e-06,0.0252289230026508,9.99781648793536e-06,9.99921485557058e-06,"Gymnosarda unicolor"
"Lutjanus.lutjanus",0.0264864889306225,9.97059387247611e-06,9.98972481802705e-06,0.0676726524715226,9.99862492958391e-06,9.99889478510649e-06,"Lutjanus lutjanus"
"NA..186",9.9981782424824e-06,9.98729808211274e-06,9.99804634505475e-06,0.0443162583318544,9.99947623897282e-06,9.99947997465099e-06,NA
"NA..187",9.99122103887013e-06,9.92364909581816e-06,9.99020237573607e-06,0.28031586102058,9.99905425376194e-06,9.99865373845479e-06,NA
"Aethaloperca.rogaa",9.96263407937998e-06,0.0361788539120661,9.97122676268879e-06,0.08920374230155,9.99182704560782e-06,9.99734261911425e-06,"Aethaloperca rogaa"
"NA..188",9.99516300123098e-06,0.00327929353539815,9.99597851759184e-06,0.0283836441161114,9.99877375067016e-06,9.99939024646103e-06,NA
"Cephalopholis.argus",9.98159614790997e-06,0.0942680179976117,9.91945193366181e-06,0.0354019948511958,9.96261050964187e-06,9.98922076400784e-06,"Cephalopholis argus"
"Epinephelus.coeruleopunctatus",9.99684392864173e-06,9.97321705220868e-06,9.9964844563313e-06,0.0975385746520468,9.99958467585842e-06,9.99944533478725e-06,"Epinephelus coeruleopunctatus"
"Epinephelus.coeruleopunctatus.1",9.99844895922891e-06,9.98721487909164e-06,9.99827329347063e-06,0.0463309863599642,9.99975039875457e-06,9.99968252807552e-06,"Epinephelus coeruleopunctatus"
"Chromis.ternatensis",0.011089626846673,9.91410844220059e-06,9.98499124119968e-06,0.290324072754955,9.99730826238368e-06,9.99736051390994e-06,"Chromis ternatensis"
"Dascyllus.trimaculatus",0.0265867299150437,0.00733205188543892,9.97773974578608e-06,0.133414858820343,9.99482032102767e-06,9.99708692294035e-06,"Dascyllus trimaculatus"
"Dascyllus.reticulatus",0.0262725847048348,9.94004874106908e-06,9.98490019703234e-06,0.173576349589313,9.99728289051452e-06,9.99763252770317e-06,"Dascyllus reticulatus"
"NA..189",0.00883785275564197,9.95526218901647e-06,9.99113266115819e-06,0.144082388121463,9.99814361391101e-06,9.99828818274365e-06,NA
